age,education,years_experience,skills_count,communication,leadership,technical,certifications,willing_to_travel,preferred_domain,role
19,Masters,0,3,7,5,7,3,0,IT,DATA ANALYST
57,Masters,31,4,6,8,8,5,0,HR,PROJECT MANAGER
35,Bachelors,16,2,5,8,5,5,1,HR,MANAGER
36,Masters,9,3,5,2,0,5,0,Marketing,HR
37,PhD,14,1,6,6,0,0,0,Finance,HR
52,Bachelors,28,4,7,1,5,2,0,HR,PROJECT MANAGER
21,High School,0,3,6,5,0,4,0,HR,PROJECT MANAGER
21,Bachelors,6,2,9,4,2,1,1,Finance,DATA ANALYST
24,Bachelors,0,3,6,4,7,3,0,IT,HR
33,Masters,11,5,8,5,8,5,1,HR,BUSINESS ANALYST
30,High School,14,4,9,4,4,5,0,Finance,BUSINESS ANALYST
51,Diploma,27,2,8,3,5,2,0,Operations,MANAGER
47,Diploma,22,5,7,0,2,4,1,Manufacturing,HR
60,Diploma,36,0,6,5,3,2,0,IT,MANAGER
57,Bachelors,35,1,9,4,10,5,0,Finance,BUSINESS ANALYST
53,Masters,27,2,9,4,1,3,1,Finance,HR
44,High School,17,2,6,3,8,1,0,HR,DATA ANALYST
34,Masters,12,2,5,5,5,0,0,Manufacturing,PROJECT MANAGER
47,Bachelors,32,3,5,4,1,0,0,Finance,MANAGER
25,Masters,0,3,0,4,5,2,0,HR,PROJECT MANAGER
29,Bachelors,13,1,7,3,5,4,0,Operations,BUSINESS ANALYST
34,Masters,12,6,9,1,10,4,0,IT,PROJECT MANAGER
21,Bachelors,0,2,7,0,5,5,0,Manufacturing,DATA ANALYST
19,Bachelors,3,3,6,6,4,4,0,Marketing,HR
35,Bachelors,13,1,4,5,0,0,0,Marketing,HR
46,Bachelors,21,2,7,9,1,4,0,Manufacturing,MANAGER
31,Bachelors,6,1,8,6,8,0,0,IT,DATA ANALYST
48,Masters,25,2,7,7,6,5,0,Marketing,DATA ANALYST
41,Bachelors,19,3,6,5,6,5,0,IT,CLERK
49,Diploma,24,6,7,4,0,3,0,Operations,MANAGER
35,High School,14,3,8,10,10,1,0,Finance,DATA ANALYST
40,Bachelors,21,2,6,5,7,4,0,Marketing,HR
28,Bachelors,4,5,2,5,9,0,0,IT,PROJECT MANAGER
24,High School,1,3,6,6,5,4,1,IT,HR
26,High School,0,0,7,8,0,1,0,Finance,HR
20,Bachelors,1,3,5,3,2,2,1,Operations,BUSINESS ANALYST
59,Masters,40,4,5,6,7,3,0,HR,HR
27,Bachelors,4,7,6,7,6,2,1,Manufacturing,HR
57,Bachelors,29,1,5,7,4,3,0,Finance,PROJECT MANAGER
40,Bachelors,21,5,6,1,4,2,0,IT,HR
36,Masters,9,3,10,2,4,2,0,Finance,MANAGER
34,High School,12,5,5,3,1,1,0,Finance,HR
35,Diploma,11,8,4,0,6,1,0,Finance,HR
30,Bachelors,6,3,6,0,10,5,1,HR,BUSINESS ANALYST
26,Masters,7,3,5,5,2,2,1,IT,DATA ANALYST
32,Masters,10,2,6,2,3,1,1,Operations,HR
58,Masters,38,1,7,9,6,3,1,Marketing,PROJECT MANAGER
22,Diploma,4,5,8,0,1,5,0,Manufacturing,HR
22,Bachelors,0,2,7,0,2,3,0,Manufacturing,HR
37,PhD,16,2,8,4,1,0,1,Marketing,HR
29,Bachelors,2,1,8,6,10,3,0,IT,BUSINESS ANALYST
48,Bachelors,27,4,7,6,7,4,0,Finance,BUSINESS ANALYST
40,Bachelors,20,3,7,7,4,2,0,Finance,MANAGER
52,Masters,36,5,7,6,3,2,0,Marketing,MANAGER
37,Bachelors,15,1,7,5,8,1,0,Operations,MANAGER
55,High School,32,2,5,5,4,2,0,IT,PROJECT MANAGER
51,Masters,24,2,3,6,6,3,1,Manufacturing,PROJECT MANAGER
55,Masters,30,5,6,5,0,0,0,Manufacturing,HR
58,High School,41,4,9,5,7,5,0,IT,HR
40,PhD,19,1,7,6,5,4,0,Finance,BUSINESS ANALYST
39,Bachelors,20,6,7,1,3,2,0,Manufacturing,PROJECT MANAGER
39,Bachelors,13,3,6,3,2,3,1,Marketing,HR
24,Masters,3,3,8,3,6,0,1,Manufacturing,PROJECT MANAGER
19,High School,0,5,5,9,5,0,0,HR,HR
58,Masters,37,2,2,4,1,1,0,Finance,MANAGER
53,Bachelors,28,7,1,0,0,3,1,Manufacturing,HR
27,Diploma,1,4,4,4,4,5,0,Manufacturing,DATA ANALYST
30,Bachelors,9,2,0,4,9,2,0,Manufacturing,PROJECT MANAGER
53,Masters,34,1,2,6,5,3,0,Manufacturing,PROJECT MANAGER
58,Bachelors,41,4,5,4,2,2,0,Operations,MANAGER
24,PhD,2,3,9,8,1,4,0,Finance,HR
27,Diploma,5,5,7,5,3,1,1,Marketing,HR
60,Diploma,39,1,8,1,5,3,0,Operations,PROJECT MANAGER
49,Bachelors,23,4,6,0,6,5,0,IT,DATA ANALYST
37,High School,12,2,6,2,1,2,0,Marketing,MANAGER
40,Diploma,19,3,8,4,0,2,1,Manufacturing,HR
40,Bachelors,21,1,7,3,10,5,0,HR,DATA ANALYST
46,High School,25,6,6,2,6,0,0,HR,BUSINESS ANALYST
37,Bachelors,15,3,4,4,8,3,0,Operations,MANAGER
59,Bachelors,37,3,5,6,7,0,0,Marketing,MANAGER
20,Bachelors,1,1,6,4,7,0,0,Finance,PROJECT MANAGER
51,Bachelors,23,5,4,9,3,1,0,Manufacturing,CLERK
29,Bachelors,7,4,5,1,0,0,0,Marketing,HR
48,PhD,23,5,9,1,6,4,1,IT,BUSINESS ANALYST
38,Masters,14,5,7,3,10,1,1,Marketing,MANAGER
56,Masters,31,3,6,5,6,2,0,Finance,HR
57,Bachelors,32,4,4,2,1,1,0,HR,HR
42,PhD,21,4,4,1,0,3,1,HR,BUSINESS ANALYST
22,Bachelors,1,2,2,2,4,2,0,Operations,MANAGER
59,Bachelors,35,2,6,2,0,3,1,Manufacturing,MANAGER
49,Bachelors,29,6,2,7,9,4,1,HR,DATA ANALYST
60,High School,36,5,7,6,0,0,0,HR,BUSINESS ANALYST
21,High School,0,2,7,5,10,3,0,Marketing,PROJECT MANAGER
36,Bachelors,13,2,7,4,4,3,0,IT,HR
39,High School,19,3,7,8,4,4,0,Marketing,MANAGER
57,Diploma,35,6,1,0,8,4,1,HR,DATA ANALYST
33,Bachelors,12,5,5,6,9,0,0,HR,MANAGER
59,Masters,36,3,5,9,3,2,1,IT,HR
27,Diploma,5,4,6,7,8,0,0,Manufacturing,PROJECT MANAGER
32,Masters,7,3,9,6,6,5,0,Marketing,HR
39,Masters,14,5,5,6,6,0,1,Marketing,BUSINESS ANALYST
39,PhD,14,5,4,4,6,1,0,Manufacturing,DATA ANALYST
23,Bachelors,0,2,0,2,7,5,0,IT,BUSINESS ANALYST
43,High School,18,2,6,3,4,3,1,Manufacturing,HR
22,Masters,0,3,8,4,4,3,1,Finance,HR
35,Diploma,11,2,7,6,5,0,0,Marketing,HR
47,Masters,19,2,7,4,4,3,0,HR,DATA ANALYST
38,High School,20,2,5,3,1,2,0,HR,HR
28,Masters,12,2,7,6,10,5,1,IT,DATA ANALYST
47,High School,26,5,4,10,2,5,0,IT,PROJECT MANAGER
50,Bachelors,31,2,6,5,8,3,0,IT,BUSINESS ANALYST
44,Diploma,17,2,9,4,0,1,1,IT,BUSINESS ANALYST
59,Masters,37,5,4,8,5,0,1,HR,HR
20,Bachelors,2,2,2,6,5,0,0,Operations,CLERK
25,Masters,3,4,9,3,3,0,1,Operations,HR
55,PhD,38,3,2,10,5,4,1,Finance,BUSINESS ANALYST
45,Bachelors,16,2,4,3,3,1,0,Finance,HR
31,Bachelors,11,1,8,5,4,4,0,Marketing,CLERK
21,Masters,0,4,1,6,3,2,0,IT,MANAGER
57,Bachelors,34,3,3,3,3,4,0,Manufacturing,PROJECT MANAGER
49,Masters,28,3,5,3,5,2,0,HR,DATA ANALYST
50,High School,33,2,6,7,0,1,0,Finance,HR
21,Masters,3,2,3,3,0,5,1,Marketing,HR
43,Bachelors,21,0,6,3,3,2,0,Marketing,MANAGER
19,Bachelors,0,4,4,3,4,1,0,Marketing,DATA ANALYST
29,High School,7,2,3,3,4,2,0,HR,HR
19,Bachelors,0,3,1,2,0,0,0,Finance,HR
52,Bachelors,31,5,3,6,0,4,0,Marketing,DATA ANALYST
31,Masters,12,5,5,4,5,1,0,Finance,BUSINESS ANALYST
18,Masters,8,2,3,10,2,4,0,HR,PROJECT MANAGER
60,Masters,39,4,9,5,2,2,1,Marketing,HR
23,Bachelors,3,8,10,5,1,2,0,Marketing,HR
20,Bachelors,0,2,6,6,3,2,1,Manufacturing,MANAGER
42,Bachelors,21,1,7,1,4,1,1,Marketing,PROJECT MANAGER
49,Diploma,25,2,6,2,9,1,0,Finance,MANAGER
36,Masters,12,3,4,6,3,4,1,Finance,MANAGER
22,Bachelors,0,2,8,3,10,0,0,Marketing,DATA ANALYST
56,Bachelors,37,2,8,6,9,3,0,Operations,MANAGER
43,Bachelors,26,3,3,10,3,5,1,Marketing,HR
41,High School,24,6,7,7,7,2,0,IT,MANAGER
24,Bachelors,2,1,7,6,1,0,1,Marketing,HR
31,PhD,6,2,5,7,6,4,0,Operations,PROJECT MANAGER
23,Masters,0,2,8,6,2,1,1,HR,HR
18,Bachelors,3,5,4,2,8,5,1,IT,DATA ANALYST
58,Bachelors,36,0,3,5,0,4,0,HR,MANAGER
46,Diploma,25,3,3,6,9,3,1,HR,DATA ANALYST
59,PhD,37,0,3,8,2,5,0,Finance,PROJECT MANAGER
26,High School,7,5,4,4,6,3,0,HR,HR
37,High School,10,8,6,6,2,2,0,Marketing,HR
30,Bachelors,5,3,6,3,3,1,0,IT,HR
22,PhD,4,5,5,2,0,4,1,Manufacturing,DATA ANALYST
50,Diploma,28,1,5,6,0,3,0,Marketing,BUSINESS ANALYST
58,Diploma,34,4,8,9,5,2,0,Operations,PROJECT MANAGER
47,Bachelors,21,4,7,4,1,4,1,Finance,BUSINESS ANALYST
25,Bachelors,2,4,4,5,9,2,0,Marketing,DATA ANALYST
25,High School,3,2,6,0,6,4,1,Manufacturing,DATA ANALYST
39,Masters,20,1,7,2,6,4,0,Manufacturing,DATA ANALYST
28,Masters,11,3,7,3,9,1,1,HR,HR
55,PhD,30,6,8,3,7,4,1,IT,HR
45,Masters,17,2,6,1,1,5,0,Operations,HR
33,Bachelors,8,1,5,4,5,2,0,Finance,HR
31,Masters,11,3,4,5,9,4,1,IT,PROJECT MANAGER
27,Bachelors,6,3,2,5,6,3,0,Finance,BUSINESS ANALYST
31,Bachelors,13,1,4,4,9,4,0,HR,MANAGER
54,Bachelors,31,5,7,7,0,4,0,IT,HR
59,PhD,41,2,5,5,0,1,1,Operations,BUSINESS ANALYST
18,Bachelors,0,3,8,6,6,2,0,Operations,HR
55,Bachelors,29,3,5,0,8,4,0,Manufacturing,DATA ANALYST
23,Masters,0,3,5,2,6,3,1,Marketing,HR
57,Masters,40,2,3,5,2,2,1,Finance,MANAGER
38,Bachelors,13,0,5,3,4,4,0,Marketing,DATA ANALYST
54,Bachelors,33,5,10,3,3,3,0,Manufacturing,PROJECT MANAGER
55,Bachelors,29,4,4,2,2,5,0,Manufacturing,HR
23,Masters,3,4,5,2,5,0,0,Operations,HR
45,High School,25,6,8,8,5,2,1,Operations,BUSINESS ANALYST
30,Masters,3,1,7,1,3,1,0,Marketing,HR
57,High School,35,0,3,2,1,2,0,HR,MANAGER
33,Masters,10,3,8,2,1,4,1,IT,HR
52,PhD,30,4,2,8,2,1,0,Manufacturing,BUSINESS ANALYST
26,Bachelors,4,2,5,4,0,0,1,Manufacturing,PROJECT MANAGER
31,Bachelors,3,4,3,7,6,0,0,Operations,HR
22,High School,0,7,7,5,6,3,0,Marketing,MANAGER
53,Masters,28,0,9,5,4,3,1,Manufacturing,BUSINESS ANALYST
48,High School,32,0,3,8,3,0,1,Operations,PROJECT MANAGER
33,Masters,11,2,6,3,3,3,0,IT,BUSINESS ANALYST
58,PhD,32,3,7,5,7,3,0,Manufacturing,PROJECT MANAGER
40,Masters,17,2,6,2,1,0,0,Operations,MANAGER
22,High School,4,5,5,7,7,4,0,IT,BUSINESS ANALYST
41,Bachelors,18,3,5,9,7,1,0,HR,MANAGER
59,Bachelors,36,3,8,5,4,3,0,Finance,MANAGER
56,Bachelors,32,3,4,10,8,5,0,IT,PROJECT MANAGER
53,Masters,31,3,6,0,1,2,0,Finance,BUSINESS ANALYST
23,Bachelors,0,1,4,5,3,3,1,IT,HR
42,Bachelors,17,2,5,5,10,4,0,Finance,HR
37,Bachelors,13,2,5,5,3,3,0,Marketing,MANAGER
39,Bachelors,18,1,6,6,10,2,0,HR,DATA ANALYST
58,Bachelors,37,3,6,7,2,2,0,Manufacturing,HR
46,Bachelors,25,2,6,3,2,0,0,Marketing,HR
60,Masters,41,3,4,8,2,2,0,Manufacturing,DATA ANALYST
44,Bachelors,22,2,6,0,4,0,1,HR,HR
20,High School,2,3,4,6,5,4,0,Finance,DATA ANALYST
40,Masters,19,5,4,3,4,5,1,IT,BUSINESS ANALYST
34,High School,16,2,6,7,7,4,0,Operations,MANAGER
49,High School,29,1,7,1,6,4,0,Finance,BUSINESS ANALYST
29,Masters,6,2,5,7,4,3,0,HR,HR
54,Masters,30,1,10,6,6,5,0,Finance,HR
49,High School,31,4,7,6,0,2,0,Operations,MANAGER
26,Bachelors,4,2,4,3,0,1,1,Manufacturing,DATA ANALYST
60,Bachelors,36,4,5,4,0,3,1,Operations,BUSINESS ANALYST
32,Masters,10,5,5,2,4,1,0,Marketing,PROJECT MANAGER
51,Bachelors,35,2,7,5,4,0,0,Manufacturing,PROJECT MANAGER
59,PhD,37,2,3,7,6,4,0,IT,PROJECT MANAGER
49,Masters,23,1,1,3,6,0,0,Finance,PROJECT MANAGER
19,Bachelors,0,4,5,5,4,3,1,HR,PROJECT MANAGER
20,Bachelors,0,4,3,1,0,4,0,Finance,CLERK
56,Diploma,30,2,5,0,4,5,0,Operations,PROJECT MANAGER
27,Bachelors,9,1,4,4,4,0,0,Operations,DATA ANALYST
22,Masters,0,4,8,6,5,3,0,Finance,BUSINESS ANALYST
36,Bachelors,17,2,2,7,0,5,0,Manufacturing,HR
58,Bachelors,39,3,2,7,3,2,1,Operations,PROJECT MANAGER
57,High School,32,4,8,4,6,5,0,Manufacturing,MANAGER
44,Bachelors,23,4,6,2,6,5,0,IT,DATA ANALYST
53,Bachelors,31,3,4,7,5,4,0,Manufacturing,DATA ANALYST
22,Masters,0,4,5,8,5,2,0,Marketing,DATA ANALYST
59,High School,32,2,8,3,7,0,1,HR,MANAGER
47,PhD,20,1,5,6,5,4,0,IT,HR
43,Masters,23,4,7,6,7,2,1,HR,HR
50,Bachelors,30,1,7,2,6,5,0,HR,HR
52,Masters,31,3,4,5,6,5,1,HR,HR
18,Bachelors,2,4,7,6,3,4,0,Operations,HR
19,PhD,0,1,7,2,4,3,0,HR,BUSINESS ANALYST
50,Bachelors,25,2,10,3,4,4,1,Marketing,HR
35,High School,14,3,7,7,4,4,0,Finance,MANAGER
44,Bachelors,23,3,6,8,0,2,1,HR,PROJECT MANAGER
34,Diploma,15,3,6,5,2,5,1,Manufacturing,MANAGER
48,Masters,25,2,2,6,4,0,0,Manufacturing,MANAGER
28,Diploma,4,3,8,7,6,2,0,Manufacturing,HR
40,Masters,18,2,6,6,5,5,0,IT,MANAGER
21,Bachelors,0,4,5,4,5,0,0,IT,HR
39,Bachelors,15,4,8,7,4,1,1,Finance,HR
22,High School,0,2,5,3,7,0,0,Manufacturing,DATA ANALYST
44,Bachelors,22,4,3,5,6,1,1,HR,PROJECT MANAGER
37,Masters,16,3,2,3,8,0,0,Manufacturing,BUSINESS ANALYST
43,Masters,21,2,5,6,7,5,0,Finance,DATA ANALYST
25,Masters,5,3,4,4,6,3,0,HR,HR
44,Bachelors,24,4,2,6,1,1,0,IT,HR
55,Masters,27,5,7,4,10,3,0,Manufacturing,PROJECT MANAGER
46,PhD,27,3,3,4,10,0,0,Manufacturing,DATA ANALYST
30,Bachelors,11,6,2,1,2,4,1,Marketing,BUSINESS ANALYST
58,Bachelors,36,2,7,3,0,4,1,HR,PROJECT MANAGER
38,Bachelors,22,5,8,6,6,0,0,IT,MANAGER
23,Bachelors,4,2,6,2,0,4,1,Operations,HR
25,Bachelors,3,0,5,7,0,4,0,IT,MANAGER
36,Masters,9,3,5,7,7,5,0,Marketing,PROJECT MANAGER
41,Bachelors,16,1,4,4,0,1,0,Finance,PROJECT MANAGER
45,High School,21,1,5,5,9,1,0,HR,HR
32,Bachelors,9,3,7,5,6,0,0,IT,MANAGER
50,Diploma,30,5,9,9,7,2,0,Finance,HR
44,High School,19,5,5,5,9,2,0,IT,DATA ANALYST
41,Diploma,16,1,8,5,5,4,0,HR,BUSINESS ANALYST
28,PhD,3,2,8,2,5,4,1,IT,HR
60,Bachelors,36,3,4,6,0,3,1,HR,MANAGER
45,Masters,20,2,5,7,3,1,0,HR,HR
21,Bachelors,0,5,4,3,4,3,0,Operations,DATA ANALYST
38,Bachelors,10,0,7,5,10,2,0,IT,HR
39,Bachelors,17,3,6,8,6,2,0,IT,MANAGER
57,Masters,38,2,9,7,0,5,0,Finance,PROJECT MANAGER
24,Bachelors,8,3,4,7,0,1,0,Marketing,PROJECT MANAGER
24,Bachelors,0,5,8,2,4,0,0,IT,HR
40,Masters,18,3,6,5,2,0,1,IT,HR
46,Bachelors,23,5,3,5,8,2,0,HR,MANAGER
46,High School,23,4,3,3,6,1,0,HR,PROJECT MANAGER
22,Bachelors,0,3,6,7,6,0,0,Marketing,PROJECT MANAGER
55,Bachelors,31,3,10,2,6,5,1,Marketing,DATA ANALYST
39,PhD,16,8,3,6,5,4,1,Marketing,PROJECT MANAGER
40,Diploma,20,1,3,2,6,3,0,HR,PROJECT MANAGER
52,Masters,29,2,4,7,7,3,0,HR,PROJECT MANAGER
28,Masters,6,4,5,4,2,2,0,Finance,HR
18,Masters,1,3,2,2,6,0,0,Operations,DATA ANALYST
50,Bachelors,22,5,3,4,2,4,0,IT,BUSINESS ANALYST
40,Bachelors,17,4,7,5,6,2,1,HR,MANAGER
51,Bachelors,29,2,6,3,4,0,1,HR,PROJECT MANAGER
42,Masters,17,5,2,2,6,5,0,Marketing,DATA ANALYST
28,High School,4,2,6,1,3,1,0,IT,BUSINESS ANALYST
34,Masters,13,2,5,4,4,4,0,IT,DATA ANALYST
28,PhD,9,3,5,6,5,4,0,HR,MANAGER
40,Diploma,17,5,5,2,4,3,0,HR,DATA ANALYST
39,Masters,18,5,5,4,7,2,0,Finance,MANAGER
50,Bachelors,24,0,6,5,4,3,0,IT,BUSINESS ANALYST
46,Masters,26,1,6,5,0,0,0,Manufacturing,MANAGER
22,High School,0,4,6,7,6,0,0,Operations,MANAGER
28,Diploma,3,7,2,5,10,1,1,Operations,PROJECT MANAGER
35,Masters,13,7,5,5,2,1,0,Manufacturing,BUSINESS ANALYST
56,Bachelors,29,1,10,6,10,3,0,Marketing,PROJECT MANAGER
60,Bachelors,35,1,5,7,7,1,0,Marketing,HR
19,PhD,0,3,9,5,0,1,0,Manufacturing,CLERK
28,Diploma,8,6,4,4,5,2,1,Finance,DATA ANALYST
58,High School,34,4,6,5,1,2,0,Manufacturing,BUSINESS ANALYST
42,Bachelors,23,1,7,5,2,0,0,IT,HR
35,Masters,15,9,4,1,4,1,0,Manufacturing,HR
28,Bachelors,4,2,9,5,9,3,1,HR,PROJECT MANAGER
50,Masters,31,3,7,8,1,0,0,Operations,HR
44,Bachelors,16,4,4,7,9,0,0,Manufacturing,HR
59,Bachelors,33,1,5,4,0,1,1,Marketing,MANAGER
52,Bachelors,29,4,3,7,7,4,0,HR,BUSINESS ANALYST
50,Masters,27,1,8,6,4,0,0,Finance,MANAGER
48,Masters,21,3,5,10,0,4,0,Marketing,HR
30,High School,6,4,4,3,3,1,0,Marketing,HR
20,Diploma,0,3,6,3,0,5,1,Finance,HR
33,Bachelors,12,6,4,6,8,2,1,Operations,PROJECT MANAGER
55,Masters,30,1,4,5,2,0,1,Marketing,PROJECT MANAGER
20,Diploma,0,5,6,8,6,1,0,Finance,CLERK
24,Masters,8,2,5,6,2,1,1,Manufacturing,MANAGER
43,Masters,21,8,6,1,2,4,0,Manufacturing,BUSINESS ANALYST
22,Bachelors,0,3,4,5,1,3,0,HR,HR
59,Masters,35,4,8,4,10,3,0,Marketing,HR
52,High School,26,2,8,3,1,0,0,Operations,BUSINESS ANALYST
53,Bachelors,35,3,2,4,5,3,0,IT,PROJECT MANAGER
43,Masters,23,3,6,4,7,5,1,Finance,BUSINESS ANALYST
46,High School,23,2,6,7,3,5,0,Manufacturing,HR
27,Bachelors,4,3,4,5,4,4,0,Marketing,MANAGER
35,High School,12,3,5,6,3,5,0,Finance,DATA ANALYST
34,Bachelors,10,2,7,0,2,0,0,Operations,MANAGER
32,PhD,7,3,6,6,3,0,1,Marketing,DATA ANALYST
29,Bachelors,4,1,9,1,2,5,0,Operations,BUSINESS ANALYST
54,PhD,35,3,8,8,4,2,0,IT,MANAGER
28,Bachelors,12,6,8,1,3,4,0,Manufacturing,BUSINESS ANALYST
59,Bachelors,34,4,2,2,3,5,0,Operations,DATA ANALYST
44,Masters,22,5,5,8,7,5,0,Manufacturing,CLERK
25,Bachelors,5,0,5,0,2,2,1,IT,HR
32,Bachelors,11,5,4,4,9,3,1,HR,DATA ANALYST
21,Masters,0,4,7,2,6,5,0,Operations,DATA ANALYST
40,Masters,16,5,7,6,9,1,0,Marketing,DATA ANALYST
52,Diploma,28,2,3,4,0,5,0,Finance,MANAGER
46,Diploma,24,4,6,4,1,4,0,Marketing,HR
28,Bachelors,7,1,6,5,9,3,0,Finance,DATA ANALYST
31,Bachelors,9,0,5,3,1,5,0,Manufacturing,MANAGER
49,Bachelors,23,1,7,8,2,0,1,Manufacturing,HR
38,Bachelors,10,3,5,4,5,4,0,HR,HR
20,Bachelors,3,5,4,5,4,1,0,Marketing,MANAGER
34,Masters,9,3,9,5,8,3,1,Finance,HR
59,Masters,40,3,9,6,6,4,0,HR,MANAGER
57,Bachelors,33,4,7,4,0,1,0,Manufacturing,BUSINESS ANALYST
59,Masters,32,6,6,4,4,0,0,IT,HR
49,Bachelors,28,7,4,4,5,4,1,Manufacturing,HR
59,Bachelors,33,5,1,5,7,0,0,HR,MANAGER
31,High School,9,0,4,0,5,1,1,Operations,HR
59,High School,41,3,5,2,6,0,0,Marketing,HR
50,Bachelors,32,2,6,2,5,0,0,IT,HR
23,Bachelors,2,4,4,2,6,1,0,Marketing,PROJECT MANAGER
36,PhD,9,2,7,8,0,3,1,Finance,HR
56,Bachelors,33,3,7,3,3,1,0,Marketing,DATA ANALYST
59,Bachelors,39,4,2,6,4,1,1,Finance,HR
52,Bachelors,25,2,4,3,5,1,1,Manufacturing,HR
60,Masters,40,3,9,7,7,5,1,Marketing,HR
51,Bachelors,26,4,8,6,5,5,0,IT,MANAGER
59,Diploma,38,2,5,7,5,4,0,IT,MANAGER
51,High School,34,2,3,3,1,3,0,Finance,BUSINESS ANALYST
39,Bachelors,18,7,6,4,5,3,1,Finance,BUSINESS ANALYST
55,Masters,31,6,5,3,9,3,0,HR,HR
36,Diploma,8,2,7,2,8,4,0,HR,DATA ANALYST
36,Bachelors,15,3,8,9,6,1,0,HR,MANAGER
56,Masters,33,3,6,2,3,2,1,Operations,MANAGER
23,Bachelors,0,2,8,4,5,3,0,Finance,HR
51,Bachelors,28,1,9,1,7,1,1,Manufacturing,DATA ANALYST
54,Bachelors,30,1,9,6,8,2,0,Finance,HR
24,Masters,3,3,5,3,5,0,1,Operations,HR
44,Bachelors,27,2,7,6,2,3,1,IT,HR
32,High School,6,6,6,4,5,2,0,HR,HR
55,Diploma,25,4,5,0,1,4,1,Marketing,PROJECT MANAGER
43,Bachelors,17,1,5,9,8,5,0,Operations,DATA ANALYST
21,High School,0,4,5,0,7,0,1,IT,DATA ANALYST
20,PhD,0,2,6,6,5,0,0,Marketing,DATA ANALYST
57,Bachelors,41,1,1,5,5,0,0,HR,MANAGER
36,Diploma,11,5,5,6,5,1,0,HR,MANAGER
26,High School,0,4,4,1,3,3,0,Operations,HR
55,Diploma,36,1,3,4,9,0,0,HR,PROJECT MANAGER
23,Bachelors,4,3,4,3,6,4,0,Marketing,PROJECT MANAGER
36,Masters,13,2,6,5,7,2,0,IT,HR
44,Bachelors,19,1,7,1,7,0,1,Marketing,MANAGER
34,Masters,12,1,5,8,5,5,0,Marketing,MANAGER
25,Diploma,3,4,6,6,6,0,0,HR,MANAGER
44,Bachelors,21,2,0,7,3,2,1,Operations,PROJECT MANAGER
22,Bachelors,1,4,8,3,8,0,0,HR,DATA ANALYST
26,Bachelors,4,3,8,3,4,2,0,IT,HR
43,Bachelors,22,2,4,5,4,2,0,Manufacturing,HR
55,High School,32,1,3,6,5,0,1,HR,PROJECT MANAGER
26,Diploma,9,2,8,5,0,3,0,Operations,BUSINESS ANALYST
45,High School,20,4,5,10,5,3,1,Operations,HR
53,Bachelors,34,5,4,5,1,3,1,IT,HR
24,High School,4,2,6,1,7,5,1,IT,DATA ANALYST
47,Masters,30,3,1,7,4,4,0,Marketing,PROJECT MANAGER
44,Bachelors,26,3,6,5,0,5,0,Finance,MANAGER
28,High School,5,7,1,5,3,0,0,IT,BUSINESS ANALYST
50,Masters,31,2,5,1,5,4,0,Manufacturing,BUSINESS ANALYST
27,Masters,5,3,2,6,1,1,1,Finance,MANAGER
49,Bachelors,23,0,6,4,4,1,1,HR,HR
59,Bachelors,35,1,10,3,4,4,0,Operations,HR
43,Bachelors,22,2,7,4,10,3,0,Finance,DATA ANALYST
24,Bachelors,0,0,1,3,3,1,1,Finance,BUSINESS ANALYST
50,High School,23,3,9,6,3,1,1,Finance,HR
53,Bachelors,32,1,10,4,6,3,0,HR,HR
27,High School,4,0,8,4,6,5,0,Marketing,HR
29,PhD,7,2,4,3,5,3,1,IT,BUSINESS ANALYST
37,Diploma,13,1,10,9,0,1,1,Operations,HR
38,Bachelors,15,6,5,0,3,0,1,IT,BUSINESS ANALYST
55,Masters,27,1,2,1,3,4,1,Operations,PROJECT MANAGER
55,High School,33,3,3,6,7,1,0,IT,DATA ANALYST
55,PhD,34,0,5,6,10,2,1,IT,BUSINESS ANALYST
49,Bachelors,23,3,6,6,6,0,0,Finance,PROJECT MANAGER
46,Masters,27,2,4,5,7,4,0,IT,DATA ANALYST
37,Masters,10,6,5,4,1,2,0,Manufacturing,HR
21,Bachelors,0,2,7,0,9,2,0,IT,DATA ANALYST
22,PhD,0,3,5,7,2,4,1,IT,HR
43,Diploma,24,3,5,5,4,4,1,IT,PROJECT MANAGER
43,Bachelors,22,3,6,4,2,3,1,IT,MANAGER
23,Diploma,2,5,1,8,2,3,0,Marketing,DATA ANALYST
44,Bachelors,13,3,5,1,5,3,0,Operations,DATA ANALYST
47,Bachelors,22,1,4,4,6,5,0,HR,PROJECT MANAGER
20,Masters,3,2,4,5,6,4,0,HR,HR
43,High School,24,2,2,8,4,4,0,Finance,MANAGER
37,High School,12,2,4,8,2,2,1,IT,PROJECT MANAGER
57,Masters,34,6,7,7,9,1,0,Manufacturing,HR
30,Bachelors,4,3,3,3,6,4,1,HR,MANAGER
27,Diploma,9,6,5,8,6,1,0,Finance,PROJECT MANAGER
19,Masters,5,3,7,5,5,3,0,IT,HR
42,Masters,19,7,5,5,0,3,0,HR,HR
26,Masters,0,2,4,8,3,4,0,IT,DATA ANALYST
39,High School,14,2,5,3,2,2,0,Marketing,BUSINESS ANALYST
39,Diploma,14,4,6,3,4,2,0,Operations,DATA ANALYST
46,Bachelors,21,3,3,8,5,0,1,IT,DATA ANALYST
36,Diploma,16,2,7,0,0,2,1,IT,MANAGER
27,Bachelors,0,9,8,6,7,5,0,Marketing,HR
